worker_id,policy_id,zone,expected_income,actual_income,income_delta,delta_ratio,gps_offset_m,disruption_score,activity_score,claim_hour,is_duplicate,fraud_signals,is_fraud,population
7754,77542,south,133.23,36.61,96.62,0.7252,0.0,0.819,0.7494,21,0,0,0,legit
9541,95412,north,169.6,75.37,94.24,0.5556,468.8,0.6939,0.8375,18,0,0,0,legit
8407,84074,central,129.25,29.62,99.64,0.7709,0.0,0.9209,0.8751,14,0,0,0,legit
4576,45762,west,187.71,57.12,130.59,0.6957,0.0,0.8334,0.9228,18,0,0,0,legit
8914,89143,east,204.78,71.46,133.32,0.651,292.4,0.8508,0.837,18,0,0,0,legit
9797,97971,north,280.0,269.64,10.36,0.037,6711.5,0.247,0.1569,2,0,4,1,fraud
6858,68581,central,137.98,75.72,62.26,0.4512,591.6,0.7704,0.8932,9,0,0,0,legit
8830,88304,east,241.04,100.36,140.68,0.5836,214.3,0.5106,0.406,21,0,0,0,legit
9809,98094,west,131.35,127.54,3.81,0.029,4591.3,0.24,0.011,5,0,3,1,fraud
7042,70421,north,80.79,26.65,54.13,0.6701,41.1,0.9127,0.7344,11,0,0,0,legit
9049,90494,central,183.7,56.33,127.38,0.6934,0.0,0.7149,0.9607,20,0,0,0,legit
7833,78333,south,268.06,173.76,94.29,0.3518,70.7,0.7097,0.4949,18,0,0,0,legit
5839,58391,north,239.45,110.16,129.29,0.54,159.4,0.6927,0.6729,12,0,0,0,legit
1295,12952,south,190.98,48.6,142.38,0.7455,11.8,0.7187,0.7566,18,0,0,0,legit
3144,31444,west,85.93,57.92,28.01,0.326,241.1,0.6089,0.7547,10,0,0,0,legit
8604,86043,unknown,131.43,11.21,120.22,0.9147,11110.3,0.1571,0.0757,10,0,3,1,fraud
6746,67463,south,179.36,66.59,112.77,0.6287,0.0,0.9438,0.552,19,0,0,0,legit
8694,86941,north,170.99,163.44,7.55,0.0442,5099.5,0.4242,0.0661,3,0,4,1,fraud
8371,83711,east,193.73,110.04,83.69,0.432,345.4,0.6111,0.7907,10,0,0,0,legit
3273,32732,north,86.95,25.87,61.08,0.7025,199.2,0.7378,0.8928,20,0,0,0,legit
2681,26813,east,162.43,1.57,160.87,0.9904,13807.9,0.3992,0.1013,3,0,4,1,fraud
5063,50631,north,141.19,66.97,74.22,0.5257,84.9,0.8513,0.592,13,0,0,0,legit
1952,19523,south,280.0,252.97,27.03,0.0966,11885.0,0.0381,0.2553,4,0,3,1,fraud
2300,23002,west,170.95,67.37,103.58,0.6059,419.8,0.8091,0.7453,9,0,0,0,legit
2402,24024,central,129.9,65.67,64.23,0.4944,0.0,0.8294,0.6612,11,0,0,0,legit
9386,93862,south,233.71,155.42,78.29,0.335,468.5,0.7571,0.8977,12,0,0,0,legit
4749,47492,central,141.68,69.88,71.8,0.5068,175.2,0.7509,0.6144,11,0,0,0,legit
5559,55591,central,133.27,29.72,103.55,0.777,440.2,0.8102,0.432,17,0,0,0,legit
8478,84783,east,106.39,37.93,68.46,0.6435,381.0,0.4133,0.5217,19,0,0,0,legit
8051,80512,north,146.78,61.88,84.89,0.5784,136.8,0.3854,0.6253,21,0,0,0,legit
1638,16384,north,229.71,118.85,110.86,0.4826,0.0,0.9161,0.5552,14,0,0,0,legit
2514,25144,south,189.6,128.69,60.91,0.3212,0.0,0.2642,0.8799,19,0,0,0,legit
1326,13264,west,187.29,83.6,103.69,0.5536,61.7,0.6046,0.7175,19,0,0,0,legit
1235,12351,east,98.97,34.25,64.71,0.6539,520.1,0.8138,0.7294,21,0,0,0,legit
8217,82174,west,109.54,51.43,58.11,0.5305,473.9,0.4454,0.7813,19,0,0,0,legit
2333,23331,west,236.05,1.3,234.75,0.9945,15893.3,0.4108,0.0541,2,0,4,1,fraud
4488,44882,central,215.72,115.19,100.52,0.466,391.4,0.6845,0.8673,12,0,0,0,legit
4174,41741,north,83.5,43.66,39.84,0.4771,140.6,0.7922,0.9943,18,0,0,0,legit
4970,49704,south,273.27,87.01,186.26,0.6816,150.0,0.7361,0.7495,10,0,0,0,legit
3347,33471,north,203.93,196.99,6.94,0.034,4802.2,0.2118,0.0864,3,0,4,1,fraud
6225,62254,west,235.04,68.3,166.74,0.7094,0.0,0.9483,0.6168,12,0,0,0,legit
5256,52562,south,168.8,67.85,100.95,0.598,104.1,0.5733,0.8759,8,0,0,0,legit
2719,27194,west,209.95,108.44,101.51,0.4835,233.0,0.8565,0.7193,12,0,0,0,legit
3428,34283,central,144.25,68.47,75.78,0.5253,199.3,0.7555,0.8261,14,0,0,0,legit
2331,23312,east,262.52,81.75,180.77,0.6886,269.8,0.6775,0.5119,19,0,0,0,legit
2598,25982,central,217.91,119.72,98.19,0.4506,139.1,0.4652,0.7326,12,0,0,0,legit
4716,47162,south,118.98,29.11,89.87,0.7553,137.1,0.9753,0.8917,21,0,0,0,legit
3812,38121,north,113.21,61.98,51.24,0.4526,414.6,0.7049,0.8238,10,0,0,0,legit
8781,87811,west,127.85,76.23,51.62,0.4038,119.9,0.8792,0.4976,20,0,0,0,legit
4323,43234,west,222.49,155.44,67.05,0.3014,113.0,0.9019,0.5294,14,0,0,0,legit
3457,34572,north,196.42,19.43,176.98,0.9011,3696.0,0.3476,0.0457,7,0,1,0,fraud
1794,17944,south,120.78,79.52,41.26,0.3416,272.6,0.8905,0.5551,12,0,0,0,legit
2377,23771,west,192.21,106.75,85.47,0.4447,9.8,0.8308,0.8129,20,0,0,0,legit
2219,22192,south,229.2,81.63,147.56,0.6438,113.5,0.4719,0.5899,22,0,0,0,legit
5302,53022,north,152.88,83.92,68.96,0.4511,58.5,0.7078,0.7752,21,0,0,0,legit
5048,50481,north,220.57,60.51,160.06,0.7257,437.3,0.963,0.7882,19,0,0,0,legit
3903,39034,east,138.01,44.76,93.26,0.6757,398.1,0.8833,0.9555,13,0,0,0,legit
8078,80782,west,139.18,38.5,100.67,0.7233,388.5,0.7293,0.5738,12,0,0,0,legit
3843,38432,central,192.17,117.3,74.88,0.3896,304.8,0.9883,0.7126,13,0,0,0,legit
7253,72531,west,280.0,108.29,171.71,0.6133,449.9,0.753,0.7411,12,0,0,0,legit
7187,71874,east,184.85,51.37,133.48,0.7221,233.9,0.8309,0.8508,22,0,0,0,legit
2043,20433,north,242.69,76.2,166.49,0.686,67.8,0.6226,0.3999,19,0,0,0,legit
6125,61253,central,139.41,7.26,132.15,0.9479,16720.3,0.1056,0.2516,2,0,4,1,fraud
9018,90183,west,161.65,60.92,100.73,0.6232,0.0,0.6641,0.7719,20,0,0,0,legit
3290,32901,south,141.81,80.76,61.05,0.4305,414.8,0.7962,0.7501,9,0,0,0,legit
4736,47362,north,171.4,93.71,77.69,0.4533,242.7,0.723,0.8262,10,0,0,0,legit
6530,65302,central,181.17,57.83,123.33,0.6808,86.7,0.9613,0.7973,20,0,0,0,legit
7218,72181,north,201.37,56.93,144.45,0.7173,250.5,0.7874,0.7882,21,0,0,0,legit
4006,40063,west,149.57,82.63,66.93,0.4475,243.9,0.5858,0.7973,21,0,0,0,legit
9070,90704,west,100.39,44.64,55.75,0.5554,137.5,0.7217,0.8979,23,0,0,0,legit
5688,56884,west,164.84,110.41,54.43,0.3302,0.0,0.6953,0.83,20,0,0,0,legit
2696,26961,south,195.19,101.86,93.32,0.4781,89.5,0.681,0.8715,18,0,0,0,legit
2401,24014,east,110.32,32.27,78.04,0.7074,0.0,0.6422,0.8088,19,0,0,0,legit
5846,58463,north,223.06,148.82,74.23,0.3328,174.5,0.5425,0.8401,20,0,0,0,legit
4249,42493,south,207.33,94.87,112.46,0.5424,299.4,0.9218,0.4139,20,0,0,0,legit
9549,95491,west,146.71,43.93,102.77,0.7005,227.2,0.7658,0.5529,20,0,0,0,legit
4373,43733,north,188.61,19.94,168.68,0.8943,4410.7,0.0063,0.1433,2,0,3,1,fraud
4635,46351,central,247.97,131.93,116.04,0.468,84.8,0.602,0.5755,10,0,0,0,legit
8727,87271,east,151.9,100.66,51.24,0.3373,335.4,0.907,0.2987,11,0,0,0,legit
5391,53911,east,195.04,92.95,102.09,0.5234,24.7,0.7133,0.7155,21,0,0,0,legit
9946,99461,south,227.24,138.48,88.76,0.3906,299.4,0.6496,0.5291,19,0,0,0,legit
9798,97982,central,147.89,96.38,51.51,0.3483,23.9,0.774,0.6715,10,0,0,0,legit
9889,98894,east,187.17,97.96,89.22,0.4767,520.5,0.714,0.8166,8,0,0,0,legit
8702,87023,east,170.51,49.76,120.76,0.7082,0.0,0.5999,0.857,16,0,0,0,legit
3036,30363,central,151.73,98.05,53.68,0.3538,0.0,0.7101,0.9183,21,0,0,0,legit
4003,40032,south,153.08,58.33,94.75,0.619,321.0,0.4891,0.6063,18,0,0,0,legit
7760,77601,east,120.75,76.71,44.03,0.3647,95.2,0.6496,0.9797,13,0,0,0,legit
6627,66273,central,219.31,119.32,99.98,0.4559,127.8,0.7119,0.8149,12,0,0,0,legit
7051,70514,west,103.77,29.79,73.98,0.713,108.5,0.8086,0.9441,21,0,0,0,legit
7538,75383,north,105.25,54.16,51.09,0.4854,285.2,0.3803,0.6109,20,0,0,0,legit
6217,62172,south,204.32,66.82,137.5,0.673,54.1,0.59,0.7291,21,0,0,0,legit
8620,86202,east,280.0,161.67,118.33,0.4226,191.1,0.8843,0.5704,19,0,0,0,legit
2426,24261,central,91.14,48.58,42.56,0.467,183.5,0.5742,0.6435,19,0,0,0,legit
5995,59952,east,280.0,138.87,141.13,0.504,579.3,0.7138,0.8901,19,0,0,0,legit
6193,61931,north,201.13,66.79,134.35,0.668,210.9,0.9643,0.7844,18,0,0,0,legit
2845,28452,west,104.54,48.54,56.0,0.5356,173.5,0.6994,0.8128,20,0,0,0,legit
6891,68912,west,213.78,127.49,86.29,0.4036,0.0,0.2953,0.8434,17,0,0,0,legit
1531,15313,west,223.98,3.94,220.04,0.9824,9124.4,0.0412,0.121,20,0,4,1,fraud
7373,73731,north,140.86,3.25,137.61,0.9769,2406.1,0.3888,0.0802,4,0,3,1,fraud
1580,15804,central,235.53,80.8,154.74,0.657,182.9,0.6822,0.7073,11,0,0,0,legit
9535,95352,north,160.6,71.05,89.55,0.5576,381.5,0.7993,0.6919,19,0,0,0,legit
1691,16914,central,268.0,145.27,122.73,0.4579,265.1,0.7848,0.7006,19,0,0,0,legit
3680,36801,south,196.03,84.29,111.73,0.57,0.0,0.5807,0.7605,17,0,0,0,legit
3375,33754,west,280.0,156.01,123.99,0.4428,241.0,0.6696,0.7615,12,0,0,0,legit
4269,42694,north,155.03,39.96,115.07,0.7422,156.1,0.6137,0.8048,9,0,0,0,legit
3304,33044,south,179.19,95.79,83.4,0.4654,0.0,0.6369,0.8557,20,0,0,0,legit
6252,62521,west,140.09,128.08,12.01,0.0857,7397.8,0.3248,0.0485,4,0,3,1,fraud
2050,20503,east,94.84,26.34,68.51,0.7223,43.0,0.9181,0.9407,18,0,0,0,legit
3012,30123,west,219.8,153.49,66.31,0.3017,170.2,0.831,0.8247,10,0,0,0,legit
7252,72521,south,147.02,36.63,110.39,0.7508,0.0,0.9027,0.8075,12,0,0,0,legit
3486,34861,east,103.0,51.43,51.57,0.5007,0.0,0.764,0.8869,19,0,0,0,legit
6962,69623,south,175.45,119.36,56.08,0.3197,208.9,0.7723,0.8795,18,0,0,0,legit
8835,88353,west,210.09,91.32,118.76,0.5653,196.5,0.4368,0.6855,13,0,0,0,legit
8749,87493,central,101.31,63.27,38.04,0.3755,295.8,0.6434,0.7967,14,0,0,0,legit
4521,45211,central,149.2,94.12,55.08,0.3692,23.5,0.6569,0.5986,12,0,0,0,legit
9851,98514,west,150.24,43.89,106.34,0.7078,0.0,0.8937,0.837,11,0,0,0,legit
4371,43713,north,185.71,94.96,90.74,0.4886,379.6,0.8539,0.4993,11,0,0,0,legit
2331,23312,central,167.48,72.17,95.32,0.5691,0.0,0.893,0.8634,21,0,0,0,legit
9153,91532,central,130.31,16.66,113.65,0.8722,4323.4,0.1527,0.35,19,0,1,0,fraud
1697,16973,south,154.28,96.79,57.49,0.3726,44.9,0.4584,0.8337,15,0,0,0,legit
7290,72902,east,103.72,68.25,35.47,0.342,0.0,0.6353,0.7779,10,0,0,0,legit
4755,47551,north,118.69,57.96,60.73,0.5117,211.6,0.8899,0.8509,20,0,0,0,legit
8422,84221,west,165.65,96.96,68.69,0.4147,747.1,0.7322,0.8497,8,0,0,0,legit
1286,12861,west,119.92,29.1,90.82,0.7574,0.0,0.555,0.9455,20,0,0,0,legit
8083,80833,north,118.86,33.24,85.62,0.7203,0.0,0.6026,0.6425,11,0,0,0,legit
7586,75864,central,121.49,118.58,2.91,0.0239,6114.0,0.2127,0.0929,2,0,5,1,fraud
8237,82371,south,170.9,100.04,70.86,0.4146,293.9,0.7362,0.789,19,0,0,0,legit
7109,71091,west,174.39,119.9,54.49,0.3125,134.3,0.8864,0.7132,11,0,0,0,legit
8211,82111,west,163.64,102.57,61.07,0.3732,365.3,0.3788,0.701,9,0,0,0,legit
6325,63254,south,178.81,122.26,56.55,0.3162,59.1,0.834,0.5928,19,0,0,0,legit
8005,80051,unknown,138.67,2.99,135.68,0.9785,7795.7,0.1819,0.093,19,0,4,1,fraud
4197,41973,north,109.39,27.86,81.53,0.7453,132.5,0.806,0.7763,13,0,0,0,legit
8674,86742,north,107.58,22.43,85.15,0.7915,43.7,0.7825,0.8333,11,0,0,0,legit
6936,69362,central,213.79,119.35,94.45,0.4418,815.5,0.4577,0.7741,11,0,0,0,legit
7362,73622,north,219.59,116.61,102.98,0.469,256.1,0.8729,0.8281,20,0,0,0,legit
9847,98474,south,226.93,88.8,138.13,0.6087,0.0,0.9097,0.8816,19,0,0,0,legit
6258,62582,north,126.66,58.8,67.86,0.5358,114.4,0.5553,0.9115,16,0,0,0,legit
9375,93751,central,196.97,86.18,110.79,0.5625,0.0,0.6546,0.8742,12,0,0,0,legit
2809,28091,south,228.66,57.6,171.06,0.7481,0.0,0.4548,0.8932,20,0,0,0,legit
8188,81883,central,92.52,29.69,62.83,0.6791,0.0,0.7456,0.7203,11,0,0,0,legit
3564,35642,south,134.14,14.44,119.7,0.8924,5159.7,0.3193,0.0745,6,0,2,1,fraud
2837,28374,east,191.65,53.29,138.36,0.7219,225.4,0.5121,0.7225,21,0,0,0,legit
1879,18794,central,177.51,104.62,72.89,0.4106,283.7,0.4805,0.7665,12,0,0,0,legit
9868,98684,central,157.46,49.35,108.11,0.6866,85.1,0.8164,0.9679,21,0,0,0,legit
5078,50782,north,148.69,37.09,111.6,0.7505,0.0,0.7111,0.7546,12,0,0,0,legit
3399,33991,west,161.85,91.43,70.42,0.4351,25.1,0.6938,0.5488,20,0,0,0,legit
4593,45934,central,164.43,49.71,114.72,0.6977,151.5,0.6971,0.506,9,0,0,0,legit
4442,44423,west,145.01,39.35,105.65,0.7286,237.9,0.7089,0.4499,21,0,0,0,legit
6456,64562,south,154.92,84.07,70.85,0.4573,0.0,0.4803,0.9778,10,0,0,0,legit
5981,59813,west,172.51,54.42,118.09,0.6845,427.8,0.8532,0.7039,21,0,0,0,legit
9501,95014,west,224.26,117.39,106.87,0.4766,264.6,0.6593,0.847,12,0,0,0,legit
8041,80411,north,248.97,142.11,106.86,0.4292,134.3,0.9067,0.7116,20,0,0,0,legit
5832,58324,east,168.7,102.86,65.84,0.3903,48.8,0.9009,0.7021,20,0,0,0,legit
4494,44943,south,114.97,48.72,66.25,0.5762,252.6,0.7119,0.8702,17,0,0,0,legit
5241,52413,north,237.36,131.66,105.7,0.4453,339.9,0.563,0.9103,12,0,0,0,legit
9786,97864,central,157.95,94.34,63.61,0.4027,206.7,0.9165,0.8011,17,0,0,0,legit
5506,55061,east,150.19,34.82,115.37,0.7681,89.5,0.9436,0.594,13,0,0,0,legit
5646,56463,central,108.86,62.3,46.56,0.4277,0.0,0.9108,0.962,10,0,0,0,legit
6040,60402,unknown,121.01,114.31,6.7,0.0554,13383.9,0.4117,0.0787,17,0,2,1,fraud
2599,25991,central,208.23,105.27,102.95,0.4944,250.7,0.9342,0.5906,13,0,0,0,legit
4525,45252,east,116.37,35.49,80.88,0.695,0.0,0.9108,0.883,20,0,0,0,legit
6281,62814,west,144.45,37.96,106.5,0.7372,134.4,0.8602,0.8168,19,0,0,0,legit
7177,71774,south,174.21,112.15,62.07,0.3563,86.3,0.8482,0.8952,17,0,0,0,legit
8831,88314,east,239.67,218.41,21.26,0.0887,10300.8,0.0595,0.2862,16,0,2,1,fraud
9889,98893,east,109.42,43.32,66.1,0.6041,369.7,0.9089,0.7139,20,0,0,0,legit
6953,69532,east,185.9,67.78,118.12,0.6354,0.0,0.4942,0.7107,18,0,0,0,legit
9609,96094,central,280.0,92.67,187.33,0.669,182.9,0.49,0.6998,11,0,0,0,legit
5316,53163,west,175.85,53.81,122.04,0.694,345.6,0.3463,0.9118,13,0,0,0,legit
3224,32241,south,280.0,272.78,7.22,0.0258,19264.1,0.4397,0.3154,6,0,2,1,fraud
3575,35753,south,222.17,125.92,96.25,0.4332,364.4,0.7118,0.6941,18,0,0,0,legit
8074,80741,east,205.11,46.66,158.45,0.7725,151.7,0.9493,0.6217,18,0,0,0,legit
3633,36334,east,267.2,113.74,153.46,0.5743,0.0,0.5482,0.6602,11,0,0,0,legit
6794,67944,south,168.78,64.68,104.1,0.6168,0.0,0.6927,0.9723,18,0,0,0,legit
5943,59432,east,111.1,28.22,82.89,0.746,110.4,0.8528,0.7215,21,0,0,0,legit
3148,31484,west,170.87,154.83,16.04,0.0939,16712.2,0.2315,0.1788,2,0,3,1,fraud
5893,58934,west,186.51,128.23,58.29,0.3125,286.8,0.584,0.4535,10,0,0,0,legit
6135,61354,west,168.27,36.57,131.7,0.7827,50.0,0.7598,0.8366,22,0,0,0,legit
2871,28714,south,193.46,126.81,66.65,0.3445,126.1,0.3805,0.9156,12,0,0,0,legit
9153,91533,central,138.36,35.47,102.89,0.7437,49.3,0.9738,0.9659,13,0,0,0,legit
4561,45613,east,127.89,65.18,62.71,0.4903,178.3,0.7837,0.9318,14,0,0,0,legit
9555,95553,central,168.68,67.38,101.31,0.6006,0.0,0.8165,0.8776,11,0,0,0,legit
2639,26392,north,135.68,4.07,131.61,0.97,10411.8,0.5,0.104,15,0,3,1,fraud
1668,16682,central,131.83,42.68,89.15,0.6763,242.4,0.7373,0.7798,11,0,0,0,legit
4843,48431,central,176.06,114.13,61.92,0.3517,279.3,0.9097,0.8888,11,0,0,0,legit
9015,90151,east,197.65,45.12,152.53,0.7717,28.1,0.631,0.8516,21,0,0,0,legit
2147,21471,east,227.53,125.01,102.51,0.4506,0.0,0.4725,0.6677,20,0,0,0,legit
2487,24873,unknown,151.63,140.19,11.44,0.0754,6157.0,0.2864,0.35,1,0,2,1,fraud
3901,39013,north,106.61,37.84,68.77,0.6451,0.0,0.3194,0.8439,15,0,0,0,legit
3600,36004,east,122.07,61.79,60.28,0.4938,0.0,0.6385,0.774,20,0,0,0,legit
7209,72092,north,101.88,64.81,37.07,0.3638,366.4,0.6791,0.8825,11,0,0,0,legit
5292,52924,east,164.84,156.62,8.22,0.0499,2832.8,0.4467,0.2905,22,0,1,0,fraud
1575,15754,central,131.9,31.73,100.17,0.7594,0.0,0.3928,0.8935,12,0,0,0,legit
1605,16052,north,200.15,71.04,129.12,0.6451,364.4,0.8031,0.7913,21,0,0,0,legit
3787,37871,north,127.64,45.47,82.17,0.6438,0.0,0.6297,0.8618,21,0,0,0,legit
1485,14851,central,130.84,26.35,104.49,0.7986,169.7,0.4796,0.8767,18,0,0,0,legit
4369,43694,west,146.06,65.78,80.28,0.5496,0.0,0.7815,0.5638,10,0,0,0,legit
7803,78031,east,137.61,63.03,74.59,0.542,99.7,0.675,0.9488,11,0,0,0,legit
8385,83851,south,135.64,34.17,101.47,0.7481,0.0,0.7171,0.7909,18,0,0,0,legit
4544,45443,central,206.5,102.56,103.94,0.5033,115.4,0.9789,0.7539,11,0,0,0,legit
1776,17763,central,137.86,49.87,87.99,0.6382,244.8,0.7041,0.6706,13,0,0,0,legit
5439,54391,north,225.25,86.87,138.39,0.6144,326.4,0.8486,0.898,9,0,0,0,legit
9652,96523,south,86.74,55.11,31.63,0.3646,190.1,0.6903,0.8613,19,0,0,0,legit
8865,88654,south,150.3,82.42,67.88,0.4516,60.5,0.6981,0.7441,21,0,0,0,legit
4629,46291,central,195.06,100.53,94.53,0.4846,314.8,0.4841,0.8683,19,0,0,0,legit
1586,15863,west,94.62,88.01,6.62,0.0699,4986.3,0.3284,0.0918,18,0,1,0,fraud
9860,98601,west,183.55,79.98,103.57,0.5643,151.7,0.7374,0.6745,19,0,0,0,legit
1596,15961,north,199.64,63.31,136.33,0.6829,4.5,0.6695,0.4565,18,0,0,0,legit
6728,67281,east,146.58,60.38,86.21,0.5881,239.6,0.8345,0.9694,13,0,0,0,legit
3421,34213,unknown,137.45,10.12,127.33,0.9264,4483.2,0.1772,0.2123,6,0,2,1,fraud
6895,68954,central,206.94,189.68,17.25,0.0834,2607.9,0.5,0.35,2,0,1,0,fraud
4152,41524,north,198.41,45.26,153.15,0.7719,556.1,0.7231,0.8798,13,0,0,0,legit
7218,72182,west,186.44,123.61,62.83,0.337,201.6,0.6453,0.9468,16,0,0,0,legit
3328,33281,south,240.42,84.77,155.66,0.6474,337.1,0.7121,0.7362,11,0,0,0,legit
2023,20231,east,116.58,60.26,56.32,0.4831,99.9,0.8648,0.5273,18,0,0,0,legit
1032,10324,east,280.0,147.33,132.67,0.4738,158.0,0.8816,0.7666,19,0,0,0,legit
8403,84033,west,199.35,76.94,122.41,0.614,169.8,0.9299,0.6613,12,0,0,0,legit
9078,90782,west,116.82,107.23,9.59,0.0821,3357.8,0.2739,0.2234,16,0,0,0,fraud
7238,72381,south,211.96,138.15,73.8,0.3482,265.7,0.7632,0.8099,18,0,0,0,legit
2877,28771,west,164.09,52.37,111.73,0.6809,102.0,0.8568,0.641,21,0,0,0,legit
3558,35581,south,137.18,55.12,82.06,0.5982,468.8,0.4788,0.7847,22,0,0,0,legit
8447,84471,south,108.86,72.19,36.67,0.3368,222.6,0.6616,0.7291,20,0,0,0,legit
8342,83423,west,100.71,65.79,34.91,0.3467,353.8,0.7953,0.8306,13,0,0,0,legit
8376,83762,north,198.84,81.23,117.61,0.5915,294.0,0.5933,0.8732,22,0,0,0,legit
8969,89691,east,147.5,48.65,98.85,0.6702,156.7,0.7571,0.6655,16,0,0,0,legit
7080,70802,north,199.17,110.38,88.78,0.4458,0.0,0.9036,0.6663,20,0,0,0,legit
8599,85991,west,127.73,60.25,67.48,0.5283,286.0,0.4114,0.403,19,0,0,0,legit
4266,42661,east,161.59,109.67,51.92,0.3213,28.6,0.8813,0.7138,19,0,0,0,legit
7226,72264,south,211.33,119.58,91.75,0.4341,129.5,0.8416,0.842,20,0,0,0,legit
9667,96674,central,126.29,48.03,78.26,0.6197,300.0,0.7532,0.9113,19,0,0,0,legit
4811,48114,south,117.49,57.36,60.13,0.5118,152.3,0.7902,0.9216,9,0,0,0,legit
9439,94393,west,136.18,45.89,90.29,0.663,319.3,0.7964,0.5342,12,0,0,0,legit
5575,55752,south,86.87,80.47,6.39,0.0736,10999.3,0.2105,0.0984,5,0,3,1,fraud
1516,15164,central,214.14,142.42,71.72,0.3349,389.7,0.9802,0.6515,12,0,0,0,legit
3979,39791,central,133.73,48.1,85.63,0.6403,220.7,0.783,0.8675,11,0,0,0,legit
9156,91561,south,141.96,88.85,53.11,0.3741,298.2,0.7781,0.764,10,0,0,0,legit
1275,12752,central,114.27,11.44,102.84,0.8999,3012.3,0.4211,0.0809,2,0,2,1,fraud
8252,82522,central,191.53,70.04,121.49,0.6343,113.7,0.8067,0.938,18,0,0,0,legit
6681,66812,central,165.19,81.78,83.41,0.5049,0.0,0.7833,0.8417,12,0,0,0,legit
4160,41601,east,159.01,154.28,4.73,0.0298,13183.0,0.1412,0.1841,2,0,4,1,fraud
7089,70894,north,136.77,4.59,132.18,0.9665,7298.7,0.2726,0.2985,6,0,2,1,fraud
3446,34463,west,112.05,56.47,55.58,0.496,92.2,0.651,0.6181,18,0,0,0,legit
5131,51313,north,251.35,152.14,99.21,0.3947,18.5,0.6632,0.7152,21,0,0,0,legit
4721,47214,north,146.84,56.86,89.98,0.6128,163.5,0.9569,0.92,20,0,0,0,legit
6212,62121,central,112.07,33.33,78.73,0.7026,142.9,0.7257,0.2357,18,0,0,0,legit
8735,87353,east,163.59,96.26,67.33,0.4116,308.1,0.5531,0.9631,12,0,0,0,legit
8624,86243,central,169.08,109.21,59.87,0.3541,0.0,0.5987,0.659,20,0,0,0,legit
4060,40601,west,173.86,42.45,131.41,0.7558,117.9,0.7411,0.7268,21,0,0,0,legit
1201,12011,north,216.6,148.42,68.18,0.3148,121.4,0.9194,0.7181,20,0,0,0,legit
5148,51483,south,207.69,127.66,80.03,0.3853,326.0,0.8539,0.9366,10,0,0,0,legit
1297,12974,east,217.91,144.33,73.58,0.3377,0.0,0.8677,0.4876,10,0,0,0,legit
7936,79364,central,166.12,91.57,74.54,0.4487,311.7,0.5309,0.6459,20,0,0,0,legit
4437,44373,central,97.3,65.43,31.88,0.3276,32.6,0.8284,0.8471,19,0,0,0,legit
9668,96684,east,115.69,80.6,35.09,0.3033,156.4,0.6372,0.8806,12,0,0,0,legit
8188,81881,east,213.82,82.76,131.06,0.6129,45.2,0.7784,0.6565,16,0,0,0,legit
2537,25374,south,208.53,92.65,115.87,0.5557,110.6,0.9435,0.79,18,0,0,0,legit
9850,98502,west,210.29,44.66,165.63,0.7876,142.7,0.8174,0.9628,11,0,0,0,legit
5528,55281,central,128.89,33.24,95.65,0.7421,482.9,0.9468,0.6306,20,0,0,0,legit
9841,98412,north,232.07,5.09,226.98,0.9781,3289.3,0.3069,0.338,2,0,2,1,fraud
2886,28863,north,209.26,17.51,191.75,0.9163,5288.1,0.2414,0.1175,5,0,3,1,fraud
7306,73064,east,256.79,121.72,135.07,0.526,0.0,0.8417,0.6589,19,0,0,0,legit
3462,34624,north,182.57,46.9,135.67,0.7431,287.4,0.8011,0.7912,19,0,0,0,legit
7867,78674,central,114.32,33.92,80.4,0.7033,196.2,0.679,0.8236,12,0,0,0,legit
3035,30351,south,161.13,37.03,124.1,0.7702,42.3,0.5835,0.9282,12,0,0,0,legit
6767,67672,north,154.4,72.09,82.31,0.5331,208.4,0.8941,0.4879,13,0,0,0,legit
7168,71684,west,214.08,105.91,108.17,0.5053,0.0,0.7432,0.8944,21,0,0,0,legit
7632,76322,south,239.17,147.5,91.67,0.3833,52.7,0.8247,0.567,18,0,0,0,legit
8116,81163,west,159.8,32.03,127.77,0.7996,124.7,0.7549,0.6315,20,0,0,0,legit
6140,61401,central,102.01,25.16,76.85,0.7534,82.5,0.7417,0.76,10,0,0,0,legit
1053,10534,east,274.14,169.09,105.05,0.3832,0.0,0.9127,0.5701,12,0,0,0,legit
5494,54944,central,133.88,45.63,88.25,0.6592,85.8,0.759,0.8373,19,0,0,0,legit
2704,27041,north,128.68,84.35,44.32,0.3444,0.0,0.9723,0.8593,13,0,0,0,legit
9519,95194,central,107.96,33.27,74.69,0.6919,207.2,0.8321,0.9144,13,0,0,0,legit
3995,39953,south,96.17,33.67,62.5,0.6499,125.6,0.5642,0.6396,21,0,0,0,legit
4785,47853,east,195.72,181.48,14.25,0.0728,12837.9,0.3329,0.2512,4,0,2,1,fraud
3957,39572,north,178.97,85.03,93.94,0.5249,54.6,0.5891,0.8505,18,0,0,0,legit
9785,97851,south,183.61,97.29,86.32,0.4701,13.0,0.4671,0.9352,11,0,0,0,legit
5999,59993,east,177.82,89.39,88.43,0.4973,35.4,0.683,0.7983,11,0,0,0,legit
4285,42854,west,170.64,64.67,105.97,0.621,283.7,0.3113,0.5257,20,0,0,0,legit
